0.053	1	1
5.108	1	1
17.296	1	1
20.363	1	1
32.525	1	1
37.57	1	1
48.728	1	1
52.774	1	1
64.46	1	1
68.508	1	1
81.144	1	1
84.187	1	1
96.366	1	1
101.413	1	1
114.544	1	1
117.591	1	1
128.273	1	1
132.341	1	1
146.519	1	1
151.561	1	1
162.218	1	1
167.288	1	1
179.451	1	1
182.496	1	1
196.124	1	1
199.193	1	1
209.86	1	1
214.429	1	1
226.114	1	1
230.659	1	1
243.292	1	1
246.365	1	1
258.527	1	1
263.568	1	1
275.704	1	1
280.246	1	1
291.906	1	1
296.975	1	1
307.159	1	1
311.706	1	1
324.336	1	1
328.879	1	1
341.562	1	1
344.629	1	1
355.281	1	1
360.35	1	1
372.532	1	1
375.577	1	1
388.712	1	1
393.759	1	1
405.42	1	1
409.989	1	1
421.675	1	1
425.717	1	1
436.374	1	1
440.92	1	1
452.58	1	1
457.626	1	1
470.789	1	1
475.839	1	1
486.52	1	1
491.067	1	1
501.73	1	1
506.795	1	1
518.929	1	1
522.497	1	1
534.676	1	1
539.747	1	1
550.913	1	1
555.957	1	1
567.616	1	1
571.662	1	1
582.849	1	1
587.914	1	1
598.573	1	1
603.119	1	1
616.801	1	1
621.345	1	1
631.528	1	1
636.075	1	1
648.729	1	1
