8.663	1	1
12.724	1	1
24.908	1	1
28.978	1	1
40.615	1	1
45.184	1	1
55.846	1	1
60.915	1	1
71.551	1	1
76.597	1	1
87.755	1	1
91.821	1	1
104.959	1	1
109.501	1	1
121.635	1	1
125.206	1	1
136.908	1	1
141.976	1	1
154.606	1	1
158.651	1	1
170.856	1	1
174.905	1	1
187.537	1	1
192.078	1	1
202.74	1	1
205.788	1	1
219.476	1	1
223.045	1	1
235.703	1	1
239.248	1	1
250.41	1	1
254.956	1	1
267.613	1	1
272.658	1	1
283.793	1	1
288.338	1	1
300.02	1	1
304.089	1	1
315.252	1	1
319.296	1	1
332.947	1	1
336.517	1	1
347.672	1	1
351.212	1	1
364.895	1	1
368.464	1	1
380.622	1	1
385.169	1	1
396.826	1	1
400.872	1	1
415.037	1	1
418.607	1	1
428.761	1	1
432.33	1	1
445.966	1	1
449.512	1	1
462.193	1	1
466.244	1	1
478.885	1	1
482.452	1	1
495.114	1	1
498.663	1	1
511.839	1	1
514.885	1	1
527.041	1	1
530.609	1	1
544.296	1	1
547.368	1	1
560.526	1	1
563.571	1	1
575.207	1	1
578.279	1	1
591.981	1	1
595.026	1	1
608.162	1	1
611.732	1	1
624.416	1	1
628.484	1	1
640.121	1	1
645.161	1	1
653.273	1	1
656.818	1	1
