9.692	1	1
12.765	1	1
25.418	1	1
28.476	1	1
40.66	1	1
45.712	1	1
57.901	1	1
60.951	1	1
74.135	1	1
77.193	1	1
87.858	1	1
92.914	1	1
104.606	1	1
108.685	1	1
121.874	1	1
125.931	1	1
139.086	1	1
142.137	1	1
154.814	1	1
158.892	1	1
171.601	1	1
176.181	1	1
186.362	1	1
190.913	1	1
203.066	1	1
207.119	1	1
219.781	1	1
223.334	1	1
236.512	1	1
239.566	1	1
252.275	1	1
256.33	1	1
267.49	1	1
270.541	1	1
284.233	1	1
287.285	1	1
300.944	1	1
304.503	1	1
317.162	1	1
321.238	1	1
331.408	1	1
335.459	1	1
348.145	1	1
352.69	1	1
365.401	1	1
368.49	1	1
380.657	1	1
385.736	1	1
396.416	1	1
401.463	1	1
414.152	1	1
418.209	1	1
430.393	1	1
434.973	1	1
446.666	1	1
450.219	1	1
461.902	1	1
466.983	1	1
479.168	1	1
483.745	1	1
496.904	1	1
499.957	1	1
511.115	1	1
514.17	1	1
527.83	1	1
532.911	1	1
543.566	1	1
548.143	1	1
560.804	1	1
563.857	1	1
576.509	1	1
581.558	1	1
593.736	1	1
597.813	1	1
608.963	1	1
612.516	1	1
624.666	1	1
629.224	1	1
640.409	1	1
644.462	1	1
652.568	1	1
657.121	1	1
