8.187	1	1
12.245	1	1
25.391	1	1
29.437	1	1
40.624	1	1
45.193	1	1
55.884	1	1
60.954	1	1
72.599	1	1
77.147	1	1
90.792	1	1
94.838	1	1
105.03	1	1
108.104	1	1
121.79	1	1
125.856	1	1
137.504	1	1
142.075	1	1
154.231	1	1
159.302	1	1
170.46	1	1
175.03	1	1
185.678	1	1
190.725	1	1
202.909	1	1
207.959	1	1
219.627	1	1
223.197	1	1
233.882	1	1
238.93	1	1
251.113	1	1
255.182	1	1
267.872	1	1
272.939	1	1
284.135	1	1
287.2	1	1
300.892	1	1
304.465	1	1
317.635	1	1
320.681	1	1
331.348	1	1
335.42	1	1
350.083	1	1
354.13	1	1
365.316	1	1
368.364	1	1
381.527	1	1
385.598	1	1
397.284	1	1
402.332	1	1
413.499	1	1
418.543	1	1
429.709	1	1
434.757	1	1
446.425	1	1
451.495	1	1
463.659	1	1
466.704	1	1
478.844	1	1
481.891	1	1
495.077	1	1
498.626	1	1
511.764	1	1
516.81	1	1
527.47	1	1
531.541	1	1
542.736	1	1
547.808	1	1
561.445	1	1
564.516	1	1
577.707	1	1
580.756	1	1
592.919	1	1
596.466	1	1
608.674	1	1
611.746	1	1
624.902	1	1
628.964	1	1
641.606	1	1
646.179	1	1
652.797	1	1
657.844	1	1
