0.052	1	1
5.11	1	1
15.793	1	1
20.343	1	1
33.985	1	1
37.056	1	1
48.265	1	1
51.811	1	1
64.5	1	1
67.55	1	1
81.195	1	1
85.743	1	1
98.405	1	1
101.46	1	1
112.172	1	1
116.718	1	1
129.41	1	1
132.457	1	1
145.621	1	1
149.664	1	1
162.372	1	1
167.419	1	1
178.581	1	1
182.627	1	1
194.293	1	1
198.361	1	1
212.033	1	1
216.577	1	1
227.241	1	1
230.309	1	1
243.501	1	1
246.543	1	1
260.252	1	1
263.8	1	1
276.011	1	1
280.566	1	1
292.27	1	1
296.319	1	1
309.516	1	1
314.087	1	1
324.729	1	1
327.778	1	1
339.966	1	1
345.034	1	1
357.68	1	1
362.25	1	1
371.91	1	1
376.458	1	1
390.143	1	1
394.214	1	1
405.879	1	1
410.453	1	1
422.092	1	1
426.161	1	1
439.329	1	1
442.377	1	1
456.065	1	1
459.611	1	1
470.248	1	1
474.297	1	1
486.937	1	1
492.005	1	1
503.173	1	1
507.22	1	1
519.857	1	1
523.903	1	1
535.114	1	1
538.162	1	1
551.852	1	1
556.899	1	1
568.087	1	1
573.158	1	1
584.826	1	1
588.372	1	1
601.537	1	1
604.604	1	1
616.817	1	1
621.358	1	1
632.511	1	1
637.559	1	1
649.227	1	1
